Name,Type
seibel,Red
casculho,Red
cascudo,Red
casetta,Red
lambrusco a foglia tonda,Red
lambrusco casetta,Red
maranela,Red
castagnara,Red
castgnarella,Red
s maria,Red
santa maria,Red
santa maria nera,Red
sarnese,Red
scassacaretta nera,Red
castelão,Red
bastardo castico,Red
bastardo espanhol,Red
castelana,Red
castelao frances,Red
castelao real,Red
casteleao,Red
castellam,Red
castellao,Red
castellao portugues,Red
castico,Red
joao de periquita,Red
joao de santarem,Red
joao de santarem tinto,Red
joao mendes,Red
joao pinto mendes,Red
joao santarem,Red
lariao preto,Red
mortagua,Red
mortagua de vide branca,Red
olho de lebre,Red
perikvita,Red
periquita,Red
piriquita,Red
piriquito,Red
pirriquita,Red
santarem,Red
santarem tinto,Red
castets,Red
castet,Red
engrunat,Red
gros machouquet,Red
gros verdau,Red
machoupet,Red
machouquet,Red
matioupet,Red
matiouquet,Red
nicouleau,Red
castiglione,Red
alicante barletta,Red
castigliono,Red
castigliono nero,Red
mantonico nero,Red
marchesana,Red
sagarese,Red
zagarese,Red
zagarese nero,Red
zagarolese,Red
zuccheio canella,Red
zucchero e cannella,Red
zucchero et cannella,Red
catalanesca,Red
catalensca nera,Red
katalaneska,Red
catanese nero,Red
kaleo,Red
vespalora,Red
vesparola,Red
cavrara,Red
bassanese dal peduncolo rosso,Red
caprara,Red
cavarada,Red
cavarara,Red
centesimino,Red
alicante del faentino,Red
sauvignon rosso,Red
savignon rosso,Red
centurian,Red
centurion,Red
cereza,Red
ceresa,Red
ceresina,Red
cereza italiana,Red
cerise,Red
chereza,Red
cesanese,Red
cesanese comune,Red
bambino,Red
bombino nero,Red
bonvino nero,Red
cesanese,Red
cesanese ad acino grosso,Red
cesanese di affile,Red
cesanese velletrano,Red
cezanese nero,Red
ferrigno nero,Red
mangiatoria,Red
nero ferrigno,Red
sancinella,Red
sanginella,Red
sanguinella,Red
uva di affile,Red
césar,Red
ceear,Red
ceelar,Red
celar,Red
gros monsieur,Red
gros noir,Red
picargneau,Red
picargniol,Red
picargniot,Red
picarniau,Red
picorneau,Red
roemer,Red
romain,Red
romano,Red
roncain,Red
cevat kara,Red
dzhevat kara,Red
cevat kara,Red
djevat kara,Red
dshevat kara,Red
jewath,Red
polkovnik kara,Red
chambourcin,Red
joanneseyve,Red
chambourcine,Red
js,Red
joannes seyve,Red
john saym,Red
shambursen,Red
zhoan seiv,Red
charbono,Red
"france:
corbeau",Red
alcantino,Red
aleante,Red
bathiolin,Red
batiolin,Red
blaue gansfuesser,Red
bonarda,Red
bourdon noir,Red
carbonneau,Red
charbonneau,Red
charbono,Red
corbeau,Red
corbeau noir,Red
cot merille,Red
cot rouge merille,Red
cote rouge,Red
dolcetto grosso,Red
dolutz,Red
douce noire,Red
folle noire d l'ariege,Red
gansfuesser blaue,Red
grenoblois,Red
korbo,Red
mauvais noir,Red
ocanette,Red
picot rouge,Red
plant de calarin,Red
plant de montmelian,Red
plant de montmelion,Red
plant de savoie,Red
plant de turin,Red
plant noir,Red
serbina,Red
sevilhao,Red
turca,Red
turin,Red
"turino
italy:
acqui",Red
barbirono,Red
bathiolin,Red
batialin,Red
beina,Red
bignola,Red
bignona,Red
bignonia,Red
bignonina,Red
bourdon noir,Red
cassolo,Red
charbonneau,Red
charbono,Red
chasselas noir,Red
cote rouge merille,Red
crete de coq,Red
debili rifosk,Red
dolcedo rotstieliger,Red
dolceto,Red
dolcetta nera,Red
dolcetto a raspe verde,Red
dolcetto a raspo rosso,Red
dolcetto crni,Red
dolcetto nero,Red
dolcetto piemontese,Red
dolchetto,Red
dolcino nero,Red
dolciut,Red
dolsin,Red
dolsin raro,Red
dolzin,Red
dolzino,Red
dosset,Red
gros noir de montelimar,Red
gros plant,Red
maennlicher refosco,Red
mauvais noir,Red
montelimar,Red
monteuse,Red
montmelian,Red
mosciolino,Red
nera dolce,Red
nibieu,Red
nibio,Red
noirin d'espagne,Red
nord du lot et garonne,Red
ocanette,Red
orincasca,Red
ormeasca,Red
ormeasco,Red
picot rouge,Red
plant de calarin,Red
plant de chapareillan,Red
plant de moirans,Red
plant de montmelian,Red
plant de provence,Red
plant de savoie,Red
plant de turin,Red
plant du roi,Red
premasto,Red
primaticcio,Red
promotico,Red
provençal,Red
ravanellino,Red
refork,Red
refork debeli,Red
refork male,Red
refosk debeli,Red
rotstieliger dolcedo,Red
savoyard,Red
turin,Red
turino,Red
uva d'acqui,Red
uva d'acquia,Red
uva del monferrato,Red
uva di ovada,Red
uva di roccagrimalda,Red
chancellor,Red
charentsi,Red
chatus,Red
bolgnino,Red
bourgnin,Red
brachet,Red
brunetta,Red
burgnin,Red
carbesse,Red
chanu,Red
chany,Red
charagnot,Red
charamiot,Red
chatelos,Red
chatelus,Red
chatos,Red
chatut,Red
chenu,Red
corbeil,Red
corbel,Red
corbelle,Red
corbes,Red
corbesse,Red
courbet,Red
gros chenu,Red
houron,Red
korbel,Red
korbess,Red
mauvais noir,Red
mouraud,Red
mouret,Red
mourre,Red
nebbiolo di dronero,Red
nebbiolo dronero,Red
nebbiolo pairole,Red
neiret,Red
neiret pinerolese,Red
neretto,Red
ouron,Red
persagne gamay,Red
scarlattin,Red
shatu,Red
shenyu,Red
siramuse,Red
syramhuse,Red
syramuse,Red
ver shenyu,Red
vert chenu,Red
chelois,Red
chenanson,Red
chenancon,Red
chenason,Red
pineau gros,Red
shenanson,Red
vaalblaar stein,Red
chichaud,Red
brunet,Red
chicaud,Red
chichaud noir,Red
cico,Red
tsintsao,Red
tsintsau,Red
chidiriotiko,Red
kalloniatiko,Red
chisago,Red
chkhaveri,Red
chhaveri,Red
chkhaveli,Red
chkhavery,Red
cxaveri,Red
riqintuli,Red
samchkhavera,Red
tchkhaveli,Red
tchkhaveri,Red
tsivtchkhavera,Red
chondromavro,Red
chondromavrouda,Red
chondromavroudi,Red
chondromavroudo,Red
khondromavroud,Red
khondromavroudi,Red
cianorie,Red
canore,Red
canorie,Red
chianorie,Red
cianoria,Red
cjanorie,Red
rossarie,Red
vinosa,Red
cienna,Red
ciliegiolo,Red
albana nera,Red
aleatico di spagna,Red
brunellone,Red
canaiolo romano,Red
ciliegino,Red
ciliegiolo di spagna,Red
ciliegiolo nero,Red
ciliegiona nera,Red
ciliegioulo nero,Red
ciliegiulo,Red
ciliegiuolo,Red
ciligiolo nero,Red
ciriegiuolo dolce,Red
criminese,Red
mazzese,Red
riminese,Red
riminese ad uva rossa,Red
riminese di color rubino di potercole,Red
riminese nero,Red
riminese noire,Red
sangiovese polveroso,Red
sangiovese polveroso bonechi,Red
cinsaut,Red
black malvoisie,Red
black prince,Red
blue imperial,Red
boudales,Red
bourdales,Red
bourdales kek,Red
bourdelas,Red
budales,Red
calibre,Red
chainette,Red
cincout,Red
cing-saou,Red
cinq-sao,Red
cinq-saou,Red
cinq-saut,Red
cinqsaut,Red
cinquien,Red
cinsanet,Red
cinsault,Red
cinsaut couche,Red
cubilier,Red
cubillier,Red
cuviller,Red
cuvillier,Red
espagne,Red
espagnen,Red
espagnin noir,Red
espagnol,Red
froutignan,Red
grappu de la dordogne,Red
grecau,Red
grecu masculinu,Red
gros de lacaze,Red
gros marocain,Red
hermitage,Red
imperial blue,Red
kara,Red
kara takopoulo,Red
madiran,Red
madiran du portugal,Red
malaga,Red
malaga kek,Red
malvoise,Red
marocain,Red
marroquin,Red
marrouquin,Red
maurange,Red
mavro kara,Red
mavro kara melkii,Red
milhau,Red
milhaud du pradel,Red
morterille,Red
morterille noire,Red
moustardier noir,Red
navarro,Red
negru de sarichioi,Red
oeillade,Red
oeillade noir,Red
ottavianello,Red
ottaviano,Red
ottavianuccia,Red
ottavinello,Red
pampous,Red
papadou,Red
passerille,Red
passerille senso,Red
pedaire,Red
petaire,Red
picardan,Red
picardan noir,Red
piede di colombo,Red
piede di palumbo,Red
piede rosso,Red
piqepoul,Red
piquepoul d'uzes,Red
pis de chevre,Red
pis de chevre rouge,Red
plant d arles boudales,Red
plant d'arles,Red
plant de broqui,Red
plant de broquies,Red
poupe de crabe,Red
poupo de crabe,Red
poupo de crabo,Red
pousse de chevre,Red
pousse de chevre rouge,Red
prunaley,Red
prunelard,Red
prunelas,Red
prunelat,Red
prunella,Red
prunellas,Red
prunellas noir,Red
s saul,Red
salerne,Red
samso,Red
samson,Red
sao saul,Red
senso,Red
sensu,Red
sinseur,Red
sinso,Red
sinson,Red
strum,Red
takopulo kara,Red
ulliade,Red
ulliaou,Red
uva spina,Red
west's white prolific,Red
colombana nera,Red
colorino,Red
complexa,Red
cornalin see rouge du pays,Red
cornifesto,Red
corvina,Red
corvinone,Red
counoise,Red
croatina,Red
darnekuša,Red
dobričić,Red
dolcetto,Red
domina,Red
dornfelder,Red
douce noir,Red
charbono,Red
bonarda,Red
turca,Red
douce noire grise,Red
dunkelfelder,Red
duras,Red
dureza,Red
durif,Red
petite sirah,Red
ederena,Red
enfariné noir,Red
espadeiro,Red
étraire,Red
fer,Red
ferrón,Red
fetească neagră,Red
forcallat tinta,Red
fortana,Red
frappato,Red
freisa,Red
frühroter veltliner,Red
fumin,Red
gaglioppo,Red
gamashara,Red
gamay,Red
gamay noir,Red
gamaret,Red
garanoir,Red
garnatxa,Red
grenache,Red
garnacha,Red
cannonau,Red
lladoner pelut,Red
lledoner pelut,Red
garró,Red
barillol,Red
galmeta,Red
galmete,Red
mandó,Red
mandón,Red
morenillo,Red
valenciana tinta,Red
ġellewża,Red
gelleuza,Red
girò,Red
gouget noir,Red
graciano,Red
bastardo nero,Red
bois dur,Red
bordelais,Red
cagliunari,Red
cagnonale,Red
cagnovali nero,Red
cagnulari,Red
cagnulari bastardo,Red
cagnulari sardo,Red
cagnulatu,Red
caldareddu,Red
caldarello,Red
cargo muol,Red
courouillade,Red
courouillade,Red
couthurier,Red
drug,Red
graciana,Red
graciano tinto,Red
grosse negrette,Red
jerusano,Red
karis,Red
marastel,Red
matarou,Red
minostello,Red
minustello,Red
monastel,Red
monestaou,Red
morastel,Red
morestel,Red
morrastel,Red
mourastel,Red
perpignan,Red
perpignanou bois dur,Red
plant de ledenon,Red
tinta do padre antonio,Red
tinta miuda,Red
tintilla,Red
uva cagnelata,Red
xeres,Red
xerez,Red
zinzillosa,Red
cendrón,Red
tanat gris,Red
tintilla de rota,Red
grand noir de la calmette,Red
grisa nera,Red
greco nero,Red
grignolino,Red
gropello,Red
grolleau,Red
groslot,Red
gros verdot,Red
gueuche noir,Red
helfensteiner,Red
heroldrebe,Red
hondarribi beltza,Red
hron,Red
humagne rouge,Red
cornalin d'aoste,Red
joubertin,Red
jaubertin,Red
juan garcía,Red
jurancon noir,Red
kadarka,Red
kakhet,Red
kalecik karasi,Red
kindzmarauli,Red
saperavi,Red
kotsifali,Red
krasnostop zolotovsky,Red
krasnostop,Red
krasnostop anapsky,Red
kratosija,Red
lacrima di morro,Red
lacrima nera,Red
lagrein,Red
lambrusco,Red
liatiko,Red
limnio,Red
listan negro,Red
loureira tinta,Red
loureiro tinto,Red
madrasa,Red
matrassa,Red
magarach bastardo,Red
bastardo magarach,Red
magaratch ruby,Red
magarach ruby,Red
magliocco canino,Red
maiolica,Red
magliocco dolce,Red
marsigliana nera,Red
magyarfrankos,Red
malbec,Red
auxerrois,Red
cot,Red
malvasia di schierano,Red
malvasia nera,Red
mammolo,Red
mandelaria,Red
mandelari,Red
amorghiano,Red
mandolari,Red
manseng noir,Red
manto negro,Red
mara,Red
maratheftiko,Red
marselan,Red
marsigliana,Red
marzemino,Red
mauzac noir,Red
mavro,Red
mavrodafni,Red
mavrodaphne,Red
mavrud,Red
mavroudi,Red
mayorquin,Red
meghrabujr,Red
melnik,Red
mencía,Red
jaén colorado,Red
merenzao,Red
merille,Red
merlot,Red
milgranet,Red
millot,Red
léon millot,Red
mission,Red
molinara,Red
mondeuse,Red
monica,Red
montepulciano,Red
montù,Red
montuni,Red
moreto,Red
moristel,Red
concejón,Red
juán ibáñez,Red
miguel de arcos,Red
miguel del arco,Red
mornen noir,Red
morrastel bouschet,Red
mourisco tinto,Red
mourvèdre,Red
monastrell,Red
mataro,Red
rossola nera,Red
garrut,Red
mouyssaguès,Red
mtevandidi,Red
mujuretuli,Red
muscardin,Red
muscat bouschet,Red
muscat hamburg,Red
nebbiolo,Red
negoska,Red
negrara,Red
négrette,Red
pinot st george,Red
negroamaro,Red
negru de dragasani,Red
nerkarat,Red
nero buono di cori,Red
nero d'avola,Red
nerello mascalese,Red
nerello cappuccio,Red
neretto di bairo,Red
neyret,Red
nielluccio,Red
ninčuša,Red
nocera,Red
notardomenico,Red
oeillade noire,Red
ojaleshi,Red
öküzgözü,Red
oseleta,Red
pais,Red
pallagrello nero,Red
pamid,Red
pascale di cagliari,Red
pelaverga,Red
peloursin,Red
perdal,Red
perricone,Red
guarnaccia,Red
persan,Red
petit bouschet,Red
petit rouge,Red
petit verdot,Red
piccola nera,Red
piedirosso,Red
pignerol,Red
pignola valtellinese,Red
pignolo,Red
pineau d'aunis,Red
pinot meunier,Red
schwarzriesling,Red
müllerebe,Red
pinot noir,Red
spätburgunder,Red
blauburgunder,Red
pinot nero,Red
pinotage,Red
piquepoul noir,Red
plassa,Red
plavina,Red
brajda mala,Red
brajdica,Red
bratkovina,Red
jurkovica,Red
marasovka,Red
modrulj,Red
plavac plavina,Red
plavinac,Red
plavina mala,Red
plavina sitnah,Red
plavina velka,Red
plavka,Red
plavka mala,Red
velika plavka,Red
pollera nera,Red
portan,Red
poulsard,Red
plousard,Red
prieto picudo,Red
prokupac,Red
raboso,Red
ramisco,Red
reberger,Red
refosco,Red
refošk,Red
teran,Red
rimava,Red
roesler,Red
rondinella,Red
rossese,Red
rossignola,Red
rossolino nero,Red
rotberger,Red
rouchet,Red
ruché,Red
roche,Red
rubintos,Red
ruby cabernet,Red
ruby chablais,Red
ruby chablis,Red
rufete,Red
tinta pinheira,Red
tinta carvalha,Red
rufeta,Red
sagrantino,Red
sangiovese,Red
san giuseppe nero,Red
saperavi,Red
schiava,Red
trollinger,Red
schioppettino,Red
schönburger,Red
sciacarello,Red
sciascinoso,Red
olivella nera,Red
segalin,Red
ségalin,Red
servanin,Red
sgaretta,Red
sgavetta,Red
shiraz,Red
syrah,Red
shiroka melnishka losa,Red
melnik,Red
sousão,Red
souzão,Red
sousón,Red
st laurent,Red
svatovavrinecke,Red
saint-macaire,Red
sumoll,Red
sumoll negro,Red
sumoll tinto,Red
vijariego negra,Red
verijariego negra,Red
vijariego negro,Red
susumaniello,Red
tannat,Red
tarrango,Red
tazzelenghe,Red
tempranillo,Red
aragónez,Red
tinta roriz,Red
ull de llebre,Red
cencibel,Red
tinta del pais,Red
albillo negro,Red
aldepenas,Red
aragon,Red
aragones,Red
aragonez,Red
aragónez,Red
aragonez da ferra,Red
aragonez de elvas,Red
arauxa,Red
arganda,Red
arinto tinto,Red
cencibal,Red
cencibel,Red
cencibera,Red
chinchillana,Red
chinchillano,Red
chinchilyano,Red
crujidera,Red
cupani,Red
de por aca,Red
escobera,Red
garnacho fono,Red
grenache de logrono,Red
jacibera,Red
jacibiera,Red
jacivera,Red
juan garcia,Red
negra de mesa,Red
negretto,Red
ojo de liebre,Red
olho de lebre,Red
palomino negro,Red
pinuela,Red
roriz,Red
sensibel,Red
tempranilla,Red
tempranillo crni,Red
tempranillo de la rioja,Red
tempranillo de perralta,Red
tempranillo de rioja,Red
tempranillo de rioza,Red
tempranillo rioja,Red
tinta aragones,Red
tinta corriente,Red
tinta de madrid,Red
tinta de santiago,Red
tinta de toro,Red
tinta del pais,Red
tinta do inacio,Red
tinta do pais,Red
tinta fina,Red
tinta madrid,Red
tinta monteira,Red
tinta monteiro,Red
tinta roris,Red
tinta roriz,Red
tinta santiago,Red
tinto aragon,Red
tinto aragones,Red
tinto aragonez,Red
tinto de la ribera,Red
tinto de madrid,Red
tinto de rioja,Red
tinto de toro,Red
tinto del pais,Red
tinto del toro,Red
tinto fino,Red
tinto fino de madrid,Red
tinto madrid,Red
tinto pais,Red
tinto ribiera,Red
tinto riojano,Red
tinto tempranillo,Red
ull de liebre,Red
ull de llebre,Red
valdepenas,Red
verdiell,Red
vid de aranda,Red
teran,Red
termarina rossa,Red
teroldego,Red
teroldego rotaliano,Red
terret noir,Red
thiniatiko,Red
tibouren,Red
tinta amarela,Red
tinta barroca,Red
tinta caiada,Red
tinta carvalha,Red
tinta francisca,Red
tinta madeira,Red
tinta miuda,Red
tinta negra mole,Red
preto martinho,Red
tinto cão,Red
touriga franca,Red
touriga francesa,Red
touriga nacional,Red
azal espanhol,Red
preto de mortágua,Red
turán,Red
trepat,Red
bonicaire,Red
embolicaire,Red
parrel,Red
trapat,Red
traput,Red
trepan,Red
trevisana nera,Red
trincadeira,Red
castelão,Red
torneiro,Red
usakhelauri,Red
uva di troia,Red
nero di troia,Red
sumarello,Red
uva di canosa,Red
uva di barletta,Red
troiano,Red
tranese,Red
uva della marina,Red
uvalino,Red
uva rara,Red
uva tosca,Red
vaccarese,Red
vaccarèse,Red
brun argenté,Red
valdiguié,Red
brocol,Red
napa gamay,Red
gamay 15,Red
valentino nero,Red
vermentino nero,Red
vespolina,Red
vien de nus,Red
volidza,Red
volitsa,Red
vranac,Red
vuillermin,Red
wildbacher,Red
blauer wildbacher,Red
wrothham pinot,Red
xinomavro,Red
xynomavro,Red
žametovka,Red
zinfandel,Red
crljenak kaštelanski,Red
primitivo,Red
zweigelt,Red
zweigeltrebe,Red
rotburger,Red
adalmiina,White
aldemina,White
elmer swenson,White
addoraca,White
odoacra,White
aidani,White
aidini,White
aedani,White
aidani,White
aspro,White
aedano,White
aedani,White
aidano,White
aspedano,White
aspraidano,White
asproaidani,White
leyko,White
lefko,White
lafko aidani,White
lefko ithani,White
airén,White
aiden,White
blancon,White
forcallada,White
forcallat,White
forcallat blanca,White
forcallat blanco,White
forcayat,White
forcellat bianca,White
forcellat blanca,White
laeren del rey,White
lairen,White
layren,White
manchega,White
mantuo laeren,White
valdepenas,White
valdepenera blanca,White
valdepenero,White
alarije,White
alarijen,White
albalonga,White
albana,White
albana a grappo longo,White
albana a grappolo fitto,White
albana a grappolo lungo,White
albana a grappolo rado o gentile,White
albana dell'istria,White
albana della forcella,White
albana di bertinoro,White
albana di bologna,White
albana di forli,White
albana di gatteo,White
albana di lugo,White
albana di montiano,White
albana di pesaro,White
albana di romagna,White
albana di terra del sole,White
albana gentile,White
albana gentile di faenza,White
albana gentile di ravenna,White
albana grossa,White
albano,White
albanone,White
albuelis,White
biancame sinalunga,White
forcella,White
forcellata,White
forcellina,White
forcelluta,White
raccia pollone,White
ribona,White
riminese,White
sforcella,White
albanella,White
albanello bianco,White
alablanca,White
albanella,White
albanello bianco di siracusa,White
alvanella,White
alvanello,White
arnina bianca,White
arvina,White
claretta,White
albaranzeuli bianco,White
albaranzèllu,White
alvarenzeli,White
alvarenzell,White
alvaranzeuli,White
alvaranzeuli bianco,White
lacconargiu,White
lacconarzu,White
lacconazzu biancu,White
laconari bianca,White
laconarzu,White
laconazzu bianco,White
liconargiu,White
licronasciu,White
albarello,White
albariño,White
alvarinho,White
cainho branco,White
albarina,White
alvarin blanco,White
alvarinha,White
alvarinho,White
azal blanco,White
galego,White
galeguinho,White
albarola,White
albarola bianca,White
albarola di lavagna,White
albarola trebbiana,White
bianchetta genovese,White
calcatella,White
calcatella di sarzana,White
erbarola,White
temosci,White
trebbiano di sarzana,White
trebbiano locale,White
albillo,White
albilla,White
albillo de cebreros,White
albillo de madrid,White
albillo de toro,White
albillo castellano,White
blanco del país,White
castellano,White
gual,White
hoja vuelta,White
nieves temprano,White
pardillo,White
abuela,White
acerba,White
acerva,White
albarin blanco,White
albil prado,White
albilo kasteliano,White
albillo blanco,White
albillo blanco fino,White
albillo cagalon,White
albillo castillian,White
albillo de granada,White
albillo de huebla,White
albillo de san jeronimo,White
albillo dorado,White
albillo prado,White
albillo peco,White
albillo peco de trebugena,White
albillo real,White
albillo temprano,White
albillo verdal,White
albuela,White
alvilla,White
alvillo,White
arvilla,White
besto maduro,White
blanco castellano,White
blanco pais,White
blanco ribera,White
blanco rivera,White
cagalon,White
cepa canasta,White
cepa de lena,White
de lena,White
hogazuela,White
hogomela,White
nives temprano,White
ojo de liebre,White
pardillo de albillo,White
picapol,White
prolifera,White
temprano de campo real,White
temprano de mora,White
uva de lena,White
uva pardilla,White
verdaguilla,White
alcañón,White
blanco castellano,White
bobal blanca,White
aligoté,White
aligotay,White
alligotay,White
alligoté,White
blanc de troyes,White
carcairone blanc,White
carcarone,White
carchierone,White
chaudenet,White
chaudenet gras,White
giboudot blanc,White
griset blanc,White
karkarone blank,White
melon de jura,White
muhranuli,White
mukhranudi,White
pistone,White
plant de trois,White
plant de trois raisins,White
plant gris,White
purion blanc,White
selon molon,White
selon odart,White
troyen blanc,White
vert blanc,White
alionza,White
aglionza,White
alconza,White
aleonza,White
alionga,White
bianca del bolognese,White
allionza,White
allionza bianca,White
glionza,White
leonza,White
uva lonza,White
uva schiava,White
altesse,White
roussette,White
altesse blanche,White
altesse verte,White
arin,White
fusette,White
fusette d'amberieu,White
fusette de montagnieu,White
ignam,White
ignan blanc,White
maconnais,White
petit maconnais,White
prin blanc,White
rousette haute,White
roussette,White
roussette basse,White
roussette de montagnieu,White
roussette grosse,White
roussette haute,White
roussette petite,White
serene blanche,White
amigne,White
amigne blanche,White
amique,White
ansonica,White
inzolia,White
amsonica,White
ansolia,White
ansolica,White
ansoliku,White
ansonica bianca,White
ansora,White
ansoria,White
ansorica,White
anzonaka,White
anzonica,White
anzulu,White
arba solika,White
erba insolika,White
inselida,White
insolia,White
insolia di palermo,White
insora,White
inzolia,White
inzolia parchitana,White
nsolia,White
nsuolia,White
nzolia,White
nzolia bianca,White
nzolia di lipari,White
nzolia di palermo,White
soria,White
zolia bianca,White
antao vaz,White
arany sárfehér,White
izsáki,White
izsáki sárfehér,White
fehér dinka,White
német dinka,White
huszár szőlő,White
arbane,White
albane,White
arbane blanc,White
arbane du bachet,White
arbanne (in les riceys,White
moulins-en-tonnerrois),White
arbanne blanche,White
arbenne,White
arbenne blanc,White
arbone,White
crène (in balnot-sur-laignes,White
balnot-la-grange,White
polisot),White
crene,White
crénillat (la valla-en-gier,White
rive-de-gier in loire),White
crenillat,White
darbanne,White
arbois,White
menu pineau,White
petit pineau,White
herbois,White
orbois,White
verdet,White
arilla,White
agrilla,White
arillo,White
rille,White
uva rilla,White
arinto,White
assario branco,White
arintho,White
arintho du dao,White
arinto cachudo,White
arinto cercial,White
arinto d'anadia,White
arinto de bucelas,White
arinto do douro,White
arinto galego,White
asal espanhol,White
asal galego,White
assario branco,White
boal cachudo,White
branco espanhol,White
cerceal,White
chapeludo,White
malvasia fina,White
pe de perdiz branco,White
pederna,White
pedernao,White
arneis,White
bianchetta,White
bianchetta d'alba,White
bianchetta di alba,White
bianchetto,White
bianchetto albese,White
bianchetto di alba,White
bianchetto di verzuolo,White
nebbiolo bianco,White
arnsburger,White
arrufiac,White
arrufiat,White
ruffiac,White
ambre,White
arafiat,White
arrefiac,White
arrefiat,White
arrufiat,White
arufiat,White
raffiac,White
raffiat,White
refiat,White
rouffiac femelle,White
ruffiac,White
ruffiac blanc,White
rufiat,White
arvesiniadu,White
alvu signadu,White
argu ingianau,White
argu ingiannau,White
arvesimiadu bianco,White
arvu siniadu,White
arvusiniadu,White
arvusiniagu,White
avrisiniadu,White
uva oschirese,White
asprinio bianco,White
asprinia di aversa,White
asprinio,White
asprino,White
greco,White
lacrima,White
olivese,White
ragusano,White
ragusano bianco,White
uva asprina,White
uva asprinia,White
assyrtiko,White
assyrtico,White
arcytico,White
assirtico,White
assyrtico,White
asurtico,White
asyrtiko,White
athiri,White
asprathiri,White
asprathiro,White
athiri aspro,White
athiri lefko,White
athiri leyko,White
aubin,White
aubin blanc,White
albin blanc,White
aneb ben cadi,White
aubin,White
blanc de magny,White
gros vert de crenay,White
aubin vert,White
aubun vert,White
blanc d'euvezin,White
blanc d'euvizin,White
vert blanc,White
aurelius,White
auxerrois blanc,White
arboisier,White
arnaison blanc,White
arnoison,White
aubaine,White
auvergnat blanc,White
auvernas blanc,White
auvernat blanc,White
auxois blanc,White
bargeois blanc,White
beaunois,White
blanc de champagne,White
breisgauer sussling,White
burgundi feher,White
chablis,White
chardennet,White
chardonnay blanc,White
chatey petit,White
chaudenet,White
claevner,White
clevner weiss,White
epinette blanche,White
epinette de champagne,White
ericey blanc,White
feher chardonnay,White
feherburgundi,White
feinburgunder,White
gamay blanc,White
gelber weissburgunder,White
gentil blanc,White
grosse bourgogne,White
klawner,White
klevanjka biela,White
lisant,White
luisant,White
luizannais,White
luizant,White
luzannois,White
maconnais,White
maurillon blanc,White
melon blanc,White
melon d'arbois,White
moreau blanc,White
morillon blanc,White
moulon,White
noirien blanc,White
petit chatey,White
petit sainte-marie,White
pino shardone,White
pinot blanc a cramant,White
pinot blanc chardonnay,White
pinot chardonnay,White
plant de tonnerre,White
romere,White
romeret,White
rouci bile,White
rousseau,White
roussot,White
rulander weiss,White
sainte marie petite,White
sardone,White
shardone,White
weiss silber,White
weissedler,White
auxerrois blanc de laquenexy,White
auxerrois de laquenexy,White
avesso,White
bornal,White
bornao,White
borracal branco,White
borral,White
azal branco,White
asal branco,White
asal da lixa,White
azal bianco,White
azal da lixa,White
carvalha,White
carvalhal,White
es pinheira,White
gadelhudo,White
pinheira,White
barcelo,White
bacchus,White
bacchus weiss,White
weisser bacchus,White
frühe scheurebe,White
geilweilerhof 33-29-133,White
gf 33-29-133,White
baco blanc,White
22 a baco,White
baco 22 a,White
baco 22-a,White
baco 221,White
maurice baco,White
piquepoul de pays,White
baiyu,White
rkatsiteli,White
balzac blanc,White
balzard blanc,White
balzat,White
blanc limousin,White
chigne,White
dressiere,White
limousin blanc,White
margnac blanc,White
plant de saint jean,White
ressière,White
banat riesling,White
banat rizling,White
baratuciat,White
bertauciat,White
bertacucià,White
barbera bianca,White
bertolino,White
bertoulin,White
caria l'aso,White
lardera,White
lardera bianca,White
lardera delle langhe,White
martinella,White
martinetta,White
ovata bianca,White
peigein,White
peigin,White
peisìn,White
peisin,White
poison bianco,White
poisino,White
uva ovata,White
bariadorgia,White
bariadorgia bianca,White
barria dorgia,White
barriadorgia,White
barriadorza,White
carcaghjolu biancu,White
carcajola,White
carcajolo bianco,White
carcajolo blanc,White
cargajola blanc,White
fragrante,White
gregu bianco,White
variatoghja,White
verzolina bianca,White
baroque,White
barake,White
baroca,White
baroke,White
barroque,White
blanc bordelais,White
bordelais,White
bordelais blanc,White
bordeleza zuria,White
boudales,White
bourdales,White
claverie blanc,White
escripet folle,White
muscadelle de nates,White
petit bordelais,White
plant bordelais,White
sable blanc,White
belina,White
benedino,White
besgano bianco,White
besgano bianca,White
besgano,White
bianco di bobbio,White
colombana bianca,White
gragnolato blanco,White
grangnolo bianco,White
grignola,White
grignolato bianco,White
grignolino bianco,White
grignolo,White
grignolo bianco,White
grignolo bianco di san colombano,White
san colombano piccolo,White
uva di milano,White
bia blanc,White
bear,White
beard,White
biard,White
bianca,White
biahka,White
bianka,White
ec 40,White
ecs 40,White
egri csillagok 40,White
may rot,White
biancame,White
bianchello,White
malvasia di sardegna,White
trebbiano toscano,White
albana,White
bianchetta trevigiana,White
bianca gentile di fonzaso,White
bianchetta,White
bianchetta gentile,White
bianchetta semplice,White
bianco vernanzinaj,White
cenese,White
pavana bianca,White
pignolo bianco,White
senese,White
uva cinese,White
vernaccia,White
vernaccia di verona,White
vernaccia trentina,White
vernanzina,White
vernassina,White
vernazza,White
vernazza trentina,White
vernazzina,White
weisser vernatch,White
weissvernatsch,White
bianchetti genovese,White
bianco d'alessano,White
acchiappapalmento,White
achiappapalmento,White
bianco d'assano,White
bianco di latiano,White
