Name,Type
lizzara,White
malvasia de manresa,White
ora,White
oro,White
ostesa,White
ostesona,White
recanicu,White
garnacha blanca,White
grenache blanc,White
belan,White
feher grenache,White
garnacha blanca,White
garnatxa blanca,White
vernatxa blanca  in tierras del ebro,White
rool grenache,White
silla blanc,White
sillina blanc,White
white grenache,White
gewürztraminer,White
tramini,White
traminac,White
auvernas rouge,White
blanc brun,White
blanc court,White
bon blanc,White
christkindeltraube,White
christkindlestraube,White
clevener,White
clevner,White
crevena ruziva,White
crovena ruzica,White
dišeči traminec,White
dreimaenner,White
dreimannen,White
dreipfennigholz,White
drumin,White
drumin ljbora,White
duret rouge,White
edeltraube,White
fermentin rouge,White
fleischroth,White
fleischweiner,White
formentin rouge,White
fourmenteau rouge,White
frencher,White
fromente,White
fromenteau,White
fűszeres,White
fűszeres tramini,White
gentil rose aromatique,White
gentil-duret rouge,White
gentile blanc,White
gertie,White
gewuerztraminer,White
gringet,White
gris rouge,White
haiden,White
kirmizi traminer,White
klaebinger,White
klaevner,White
kleinbraun,White
kleinwiener,White
livora,White
livora cervena,White
mala dinka,White
marzimmer,White
mirisavi traminac,White
nature,White
nature rose,White
noble rose,White
nuernberger rot,White
pinat cervena,White
piros tramini,White
plant paien,White
princ cerveny,White
princt cervena,White
princt cerveny,White
ranfoliza,White
rosentraminer,White
rotclevner,White
rotedel,White
roter nuerberger,White
roter nuernberger,White
roter traminer,White
rotfranken,White
rothklauser,White
rothweiner,White
rothwiener,White
rotklaevler,White
rotklaevner,White
rotklevner,White
rousselet,White
runziva,White
rusa,White
ruska,White
ryvola,White
salvagnin,White
sauvagnin,White
savagnin,White
savagnin jaune,White
savagnin rosa aromatique,White
savagnin rose,White
savagnin rose aromatique,White
savagnin rose musque,White
st klauser,White
termeno aromatico,White
tramin cerveny,White
tramin korenny,White
traminac crveni,White
traminac diseci,White
traminac mirisavi,White
traminac mirisavi crveni,White
traminac sivi,White
traminec,White
traminer,White
traminer aromatico,White
traminer epice,White
traminer musque,White
traminer parfume,White
traminer rosa,White
traminer rose aromatique,White
traminer rot,White
traminer rozovyi,White
tramini piros,White
trammener,White
girgentina,White
ghirghentina,White
insolja tal-girgenti,White
giró blanc,White
giró blanco,White
giró roz,White
gloria,White
godello,White
agodello,White
agodenho,White
agudanho,White
agudelha,White
agudelho,White
agudello,White
agudelo,White
agudenho,White
berdello,White
godelho,White
godella,White
godenho,White
ojo de gallo,White
trincadente,White
goldburger,White
klosterneuburg 16-8,White
orangeriesling,White
goldriesling,White
goldmuskat,White
riesling doré,White
riesling khativ,White
risling zolotistyi,White
gouais blanc,White
absenger,White
bauernweinbeer,White
bauernweinbeere weiss,White
bauernweintraube,White
debela,White
drobna,White
best's n°4,White
blanc de serres,White
boarde,White
bogatyur,White
bon blanc,White
bordenauer,White
borzenauer,White
bouillan,White
bouillaud,White
bouilleaud,White
bouillen,White
bouillenc,White
bourgeois,White
bourguignon,White
branestraube,White
branne,White
burgegger weiss,White
burger,White
cagnas,White
cagnou,White
champagner langstielig,White
colle,White
coulis,White
dickweisser,White
dickwiss,White
enfarine blanc,White
esslinger,White
figuier,White
foirard blanc,White
frankenthaler,White
gau,White
gauche blanc,White
geuche blanc,White
goe,White
goet,White
gohet,White
goi,White
goin,White
goix,White
got,White
gouai,White
gouais jaune,White
gouais long,White
gouais rond,White
gouas,White
gouaulx,White
gouay,White
gouche,White
gouche blanche,White
goue,White
gouest,White
gouest sauge,White
gouet blanc,White
gouette,White
gouge,White
gouget blanc,White
gouillaud,White
gouis de mardeuil,White
gousse,White
grauhuensch,White
grobe,White
grobes,White
grobheunisch,White
grobweine,White
grobweisse,White
gros blanc,White
grünling,White
guay jaune,White
gueche blanc,White
guest salviatum,White
gueuche blanc,White
guillan,White
guinlan,White
guy,White
guy blanc,White
gwaess,White
harthuensch,White
hartuensch,White
heinisch,White
heinish,White
heinsch,White
heinschen weiss,White
hennische weiss,White
hensch,White
heunisch blanc,White
heunisch weisser,White
heunischtraube,White
heunish weiss,White
heunsch,White
heunscher,White
heunschler,White
heunschlir,White
hinschen,White
hinschene,White
hintsch,White
huensch,White
huenschene,White
huentsch,White
hunnentraube,White
hunsch,White
hunschrebe,White
huntsch,White
hyntsch,White
issal,White
issol,White
kleinbeer,White
kleinberger,White
laxiertraube,White
lombard blanc,White
luxiertraube,White
mehlweisse,White
mehlweisse gruen,White
mendic,White
moreau blanc,White
mouillet,White
nargouet,White
pendrillart blanc,White
petit gouge,White
pichons,White
plant de sechex,White
plant madame,White
plant seche,White
president,White
regalaboue,White
riesling grob,White
rous hette,White
roussaou blanc,White
rudeca saboule boey,White
sadoule boey,White
sadoulo bouyer,White
seestock grob,White
tejer szozeloe,White
thalburger,White
trompe bouvier,White
trompe valet,White
verdet,White
verdin blanc,White
vionnier,White
weisse traube,White
weisser heunisch,White
weissgrobe,White
weissheinsch,White
weissstock,White
weisstock,White
wippacher,White
zoeld hajnos,White
graisse,White
plant de graisse,White
blanquette,White
blanquette grise,White
cargo saoumo,White
cargo saumo,White
chalosse,White
cholosse,White
clairette égreneuse,White
cotiblanc,White
cotilblanc,White
gras,White
gras blanc,White
grecho,White
gros blanc,White
jalosse,White
mendic,White
plant de graisse,White
plant de grecho,White
plant de mun,White
président,White
ramassaou blanc,White
ramassou blanc,White
taloche,White
tizourine bou-aferara blanc,White
tizourine bou-afrara,White
grasă de cotnari,White
kövérszőlő,White
resertraube,White
grechetto,White
greca del piemonte,White
grecherello,White
grechetto bianco,White
grechetto di todi,White
grechetto nostrale,White
greco,White
greco bianco di perugia,White
greco gentile,White
greco spoletino,White
montanarino bianco,White
montanaro,White
occhietto,White
pignoletto,White
pistillo,White
pizzinculo,White
pocinculo,White
pulce,White
pulcincolo,White
pulcinculo bianco,White
pulcinculu,White
pulcinella,White
stroppa volpe,White
strozza volpe,White
strozzavolpe,White
uva di san marino,White
greco bianco,White
balsamina bianca,White
biancame,White
greco biondello,White
greco castellano,White
greco delle torre,White
greco del vesuvio,White
greco di gerace,White
greco di napoli,White
greco di tufo,White
greco maceratino,White
greco moneccio,White
grecula,White
grecu niuru,White
grieco,White
gieco,White
grecau,White
montecchiese,White
morbidella,White
ragusano bianco,White
sambiase,White
verdicchio near,White
green hungarian,White
aramon du nord,White
bela pelesovna,White
bela selenika,White
belline,White
bockseckel,White
butschera,White
elender,White
glockauer,White
grüne  pelesovna,White
gyöngy szölö,White
gyöngyszölö,White
heinisch rot,White
hinschen weiss,White
lelt szoeloe,White
misera,White
perlentraube,White
putchir,White
putscheere bleu,White
putscher,White
putzcheere,White
putzscheere,White
raifler,White
rothinsch,White
rothreifler,White
sauerlamper,White
talburger,White
tokauer,White
tokayer,White
treitsche,White
ungar,White
weisser tokayer,White
zuti krhkopetec,White
grenache gris,White
abundante,White
aleante,White
aleantedi rivalto,White
aleante poggiarelli,White
alicant blau,White
alicante,White
alicante grenache,White
aragones,White
bois jaune,White
cannonaddu,White
cannonadu nieddu,White
cannonau,White
cannonau selvaggio,White
canonazo,White
carignane rosso,White
elegante,White
francese,White
gamay del trasimeno,White
gamay perugino,White
garnaccho negro,White
garnacha comun,White
garnacha negra,White
garnacha roja,White
garnacha tinta,White
garnatxa negra,White
garnatxa pais,White
gironet,White
granaccia,White
granaxa,White
grenache noir,White
grenache rouge,White
kek grenache,White
lladoner,White
mencida,White
navaro,White
navarra,White
navarre de la dordogne,White
navarro,White
negru calvese,White
ranconnat,White
red grenache,White
redondal,White
retagliadu nieddu,White
rivesaltes,White
roussillon tinto,White
roussillon,White
rouvaillard,White
sans pareil,White
santa maria de alcantara,White
tentillo,White
tintella,White
tintilla,White
tinto menudo,White
tinto navalcarnero,White
tai rosso,White
toledana,White
uva di spagna,White
vernatxa,White
grignolino,White
arlandino,White
balestra,White
barbesino,White
barbesinone,White
barbezina,White
barbisone d'espagne,White
barbosina de bologne,White
girodino,White
girrodino,White
grignolino comune,White
grignolino fino nero,White
grignolino grosso nero,White
grignolino rosato,White
grignolino rosso,White
grugnolino,White
grugnolino pisano,White
nebbiolo rosato,White
neretto di marengo,White
pollasecca,White
rosetta,White
rossello,White
rossetto,White
rossetto cites,White
verbesino,White
grillo,White
riddu,White
rossese bianco,White
grk bijeli,White
gark,White
gherk blanc,White
ghrk,White
grk,White
grk korčulanski,White
grk mali,White
grk veli,White
korčulanski,White
grolleau gris,White
grolleau,White
groslot de la thibaudière,White
groslot gris,White
gros manseng,White
izkiriota handi,White
gros mansenc blanc,White
gros manseng blanc,White
ichiriota zuria handia,White
ichiriota zuriahandla,White
manseng gros blanc,White
petit-mansenc,White
grüner veltliner,White
bielospicak,White
cima biancam,White
dreimänner,White
feherhegyü,White
feldlinger,White
grauer veltliner,White
green veltliner,White
grün muskateller,White
grüne manhardsrebe,White
grüner,White
grüner muskateler,White
grüner muskateller,White
grüner velteliner,White
grüner weissgipfler,White
grüner weltliner,White
grünmuskateller,White
gruner veltliner,White
manhardsrebe,White
manhardtraube,White
manhartsrebe,White
mauhardsrebe,White
mouhardrebe,White
mouhardsrebe,White
muskatel,White
muskatel zeleny,White
nemes veltelini,White
plinia austriaca,White
ranfol bianco,White
ranfol bijeli,White
ranfol weisser,White
rdeci veltinec,White
reifler weiss,White
ryvola bila,White
tarant bily,White
valtelin blanc,White
valtelina vert,White
valteliner,White
valteliner blanc,White
valteliner vert,White
velteliner grüner,White
velteliner vert,White
velteliner weisser,White
veltelini zöld,White
veltlin zeleny,White
veltlinac zeleni,White
veltlinec,White
veltliner,White
veltliner blanc,White
veltliner grau,White
veltliner grun,White
veltliner gruner,White
veltliner grün,White
veltliner verde,White
veltlini,White
veltlinske zelené,White
veltlínské zelené,White
veltlinski zelenii,White
veltlinsky vert,White
veltlinsky zeleny,White
vetlinac,White
vetlinac zeleni,White
weisser raifler,White
weisser reifler,White
weisser valteliner,White
weisser velteliner,White
weisser veltliner,White
weissgipfler,White
weissgipfler grüner,White
yesil veltliner,White
zeleni vetlinac,White
zeleny muskatel,White
zleni veltinac,White
zöld muskotally,White
zöld muskotalynak,White
zöld veltelini,White
zöld velteliny,White
zöldveltelini,White
zold veltelini,White
guardavalle,White
gutenborner,White
geisenheim 17-52,White
hárslevelű,White
budai goher,White
feuille de tilleul,White
frunza de tei,White
frunze de tei,White
gars levelyu,White
garsh levelyu,White
garsleveliu,White
garsz levelju,White
gorsh levelyu,White
hachat lovelin,White
harch levelu,White
harchlevelu,White
hars levelu,White
hars levelü,White
hárs levelű,White
hars levelyu,White
harslevele,White
hárslevele,White
harst leveliu,White
harzevelu,White
hosszúnyelű fehér,White
kerekes,White
kereklevelű,White
lämmerschwanz,White
lämmerschwanz,White
weisser,White
lidenblättriger,White
lindenblätrige,White
lindenblättrige,White
lindenblättriger,White
lindenblütrige,White
lindener,White
lipolist,White
lipolist biyali,White
lipovina,White
musztafer,White
nöthab,White
tarpai,White
tokai,White
tokay,White
vörös,White
hondarrabi zuri,White
humagne blanche,White
huxelrebe,White
courtillier musqué,White
alzey s 3962 or as 3962,White
incrocio manzoni,White
irsai oliver,White
irsay oliver,White
irsai olivér,White
aranyló,White
aranyló korai,White
carola,White
irchai oliver,White
irsai,White
irsai olivér muskotály,White
irshai oliver,White
karola,White
korai aranyló,White
muscat oliver,White
muskat irsai oliver,White
muskat oliver,White
olivér irsai,White
oliver irsay,White
zoeloetistii rannii,White
zolotisti ranij,White
zolotistyi rannii,White
zolotistyi ranniy,White
zolotistyj rannij,White
zolotisztuej rannij,White
italia,White
jacquère,White
altesse de saint-chef,White
blanc des ecoutoux,White
buisserate,White
cherche,White
coufe chien,White
cugnete,White
cugnette,White
cugniette,White
jacquère blanche,White
jacquèrre,White
jacquière,White
martin cot,White
martin cot blanc,White
molette de montmelian,White
patois rossette,White
plant de myans,White
plant des abymes,White
redin,White
robinet,White
rossettin,White
roussette,White
roussette de montmelian,White
jampal,White
juhfark,White
bacso,White
balatoni szőlő,White
bárányfarkú,White
boros,White
boros fehér,White
boros vékonyhéjú,White
budai goher,White
coada oii,White
dünnschalige,White
durbancs,White
durbants,White
fehér boros,White
fehérszőlő,White
ihfarku,White
jufarco,White
juhfarks weisser,White
juhfarkú,White
juhfarku gelber,White
kukuruztraube,White
lämmerschwanz,White
mohácsi,White
mustafer,White
musztafehár,White
nyárhajú,White
oocji rep bili,White
pápai,White
sarboros,White
sárga boros,White
schweifler,White
szeplős,White
tämmerschwanz weisser,White
tarpai,White
török búza szőlő,White
tokayer langer weisser,White
vékonyhéjú,White
vinase,White
juwel,White
kanzler,White
keknyelu,White
kéknyelű,White
kerner,White
herold triumpf,White
herold weiss,White
schiava grossa × riesling renano we 25,White
30,White
trollinger × riesling renano we s 25,White
30,White
we s 2530,White
weinsberg s 25-30,White
weißer herold,White
knipperle,White
klein rauschling,White
beli kleschiz,White
breisgauer riesling,White
colmer,White
drobni kleshiz,White
elsaesser,White
eltinger,White
faktor,White
gelber ortlieber,White
kauka weiss,White
kipperle,White
klein rauschling,White
kleiner gelber,White
kleiner methuesser,White
klescec,White
kleschiz beli,White
knackerle,White
kniperle,White
libiza,White
mali javor,White
metsuesser klein,White
mielleux petit,White
oettlinger,White
ortlibi sarga,White
ortlieber,White
ortlieber a 2,White
ortlieber früh,White
ortlieber gelb,White
ortlieber grün,White
ortlieber spaet,White
ortlieber weiss,White
ortlieber weisser,White
ortliebi,White
ortliebske rane,White
ortliebstraube,White
petit mielleux,White
raeuschling klein,White
reichenweiberer,White
reichenweierer,White
reichenweiherer,White
rochelle,White
rochelle blanche,White
roshel,White
rungauer,White
sibiza,White
türkheimer,White
koshu,White
karija l'osü,White
krstač,White
beli krstac,White
bijela krata,White
bijela loza,White
bijela vinogradarska,White
bijeli krstac,White
krata bijela,White
krsta bijela,White
krstac bijeli,White
krstaca bijela,White
krstach bianco,White
loza bijela,White
vinogradarska bijela,White
kujundžuša,White
ladikino,White
lado,White
lagarino bianco,White
chegarèl,White
sghittarella,White
lagorthi,White
lauzet,White
laouset,White
lauzet blanc,White
lercat blanc,White
len de l'el,White
len de l'elh,White
loin-de-l'oeil,White
cavaille,White
cavailles,White
cavalie,White
cavalier,White
endelel,White
kavale,White
kavaler,White
l'endelel,White
len de l'elh,White
len del el,White
lenc de l'el,White
lendellet,White
loin de l'oeil,White
loureira,White
arinto,White
branco redondo,White
branco redondos,White
dorado,White
dourada,White
dourado,White
false pedro,White
gallego dourado,White
loeireiro blanco,White
loureiro,White
loureiro blanco,White
marques,White
marquez,White
rutherglen pedro,White
luglienga,White
agliana,White
agosenga di aosta,White
agostenga,White
agostenga di aosta,White
agostinga,White
augustaner weiss,White
augustauer,White
belle alliance,White
blanc de bovelle,White
blanc de champagne,White
blanc de pagès,White
blanc précoce de kientzheim,White
blussard weiss,White
blussart weiss,White
bona in ca,White
budazgoher,White
buona in casa,White
burchardt's amber cluster,White
busby's golden hamburgh,White
champion dore,White
charnu,White
early kientzheim,White
early leipzig,White
early green madeira,White
early white malvasia,White
fresa di mensa,White
frueher grosser malvasier,White
frueher grosser gelber malvasier,White
frueher leipziger,White
frueher orléans,White
fruehweisse zibede,White
gelbe seidentraube,White
gosvabne zhelte,White
golden hamburgh,White
gros blanc,White
grove end sweetwater,White
guštana,White
hedvanbé zluté,White
hodvabné ztlé,White
joannen charnu,White
joanenc,White
joannenc,White
jouanen,White
jouanenc,White
jouannenc,White
jouannene,White
juanen,White
julliatique blanche,White
karmelitanka bijela,White
kientsheim,White
krim ai izium,White
krim ai izyum,White
krym ai izyum,White
krymskii rannii vinograd,White
lignan,White
lignan blanc,White
lignenga,White
lilanica,White
limian,White
linian,White
linian belii,White
linian belyi,White
linyan,White
linyan belyi,White
lugiadega,White
ligiana bianca,White
lugliata,White
lugliatica,White
luglienca,White
luglienco bianco,White
luglienga,White
luglienga bianka,White
luglienga bianca,White
luglienga verde,White
luglienchis,White
lugliolina,White
lugliota,White
lulienga,White
luigese,White
madalénen,White
madeleine alb,White
madeleine blanche,White
madeleine verte de la dorée,White
madlen belii,White
madlen belii rannii,White
margit fegher,White
margit féher,White
margit korai feher,White
meslier,White
précoce de hongrie,White
précoce du vaucluse,White
pulsar belyi,White
pulsart blanc,White
ragusaner weiss,White
raisin de la saint-jean,White
raisin de vilmorin,White
ranka,White
rognaneau,White
rumamellas,White
saint john‘s,White
san jacopo,White
santa anna di lipsia,White
seidentraube (in germany,White
switzerland),White
seidentraube gelb,White
selkovaia kist,White
shelkovaya kist,White
st anna di lipsia,White
uva buona in casa,White
uva pastora,White
uva di sant'anna,White
vert précoce de madère,White
vigriega,White
waelsch gelb,White
weisser kilianer,White
lumassina,White
mataòssu,White
macabeo,White
macabeu,White
viura,White
alcañol,White
blanca de daroca,White
charas blanc,White
forcalla,White
gredelín,White
lardot,White
listan andaludschii,White
listan andaluzskii,White
lloza,White
macaban,White
macabeu,White
maccabeo,White
maccabeou,White
maccabeu,White
makkobeo,White
malvoisie,White
provensal,White
queue de renard,White
rossan,White
subirat,White
tokay,White
ugni blanc,White
viuna,White
xarello,White
maceratino,White
aribona,White
bianchetta,White
bianchetta montecchiese,White
greco,White
greco ad acini piccoli,White
greco bianco delle marche,White
greco castellano,White
greco delle marche,White
greco fino,White
greco maceratino,White
greco montecchiese,White
maceratese,White
matelicano,White
montecchiese,White
ribona,White
uva stretta,White
verdicchio marina,White
verdicchio marino,White
verdicchio sirolese,White
verdicchio tiroles,White
madeleine angevine,White
azhupskaja mladenka,White
chasselas de talhouet,White
juliusi magdolna,White
korai magda,White
maddalena angevina,White
madelaine angevine,White
madlen angevine,White
madlen anzevin,White
madlen anzhevin,White
madlen anzhuiskaya,White
madlenka rana,White
magdalene angevine,White
magdalenka skora,White
magdalina anzhuiskaya,White
margitszoeloe,White
petrovskii,White
republician,White
majarcă albă,White
malagousia,White
malagoussia,White
malagouzia,White
malagoyzia,White
malaouzia,White
malaoyzia,White
melaouzia,White
melaoyzia,White
malvar,White
lairén,White
malvasia,White
includes several sub-varieties,White
mantonico bianco,White
mantonacu,White
mantonica vera,White
mantonico maclugnese,White
mantonico vero,White
mantonicu pizzutella,White
mantonicu vera,White
mantonacu viru della locride,White
manteudo,White
maria gomes,White
fernão pires,White
camarate,White
fernam pires,White
fernan piriz,White
fernão pirão,White
fernao pires,White
fernão pires do beco,White
gaeiro,White
gaieiro,White
maria gomes,White
molinha,White
marsanne,White
avilleran,White
avilleron,White
champagne piacentina,White
ermitage,White
ermitage blanc,White
ermitazh,White
grosse roussette,White
hermitage,White
johannisberg,White
marsan belyi,White
marsanne blanche,White
marzanne,White
metternich,White
rousseau,White
roussette de saint peray,White
roussette grosse,White
white hermitage,White
zrmitazh,White
marzemina bianca,White
berzemina di breganze,White
champagna,White
champagne,White
sampagne,White
sciampagna,White
mauzac,White
aiguillon,White
becquin,White
bekin,White
bequin,White
blanc lafitte,White
blanquette,White
blanquette aventice,White
blanquette de limoux,White
blanquette sucrée,White
caspre,White
clairac,White
feuille ronde,White
gaillac,White
gaillade,White
gamet blanc,White
manzac,White
maousac,White
mausac,White
maussac,White
mauza,White
mauza blanca,White
meauzac,White
moisac,White
moissac,White
moysac,White
mozac,White
mozak belyi,White
peron,White
perrond,White
pied rond,White
plant de gaillac,White
primard,White
queue fort,White
queue roide,White
sudunais,White
melon de bourgogne,White
muscadet,White
auxerrois gros,White
biaune,White
blanc de nantes,White
bourgogne blanche,White
bourgogne verde,White
bourgogne verte,White
bourguignon blanc,White
clozier,White
feher nagyburgundi,White
feuille ronde,White
gamay blanc,White
gamay blanc à feuilles rondes,White
gamay blanc feullies rondes,White
game kruglolistnyi,White
gros auxerrois,White
gros blanc,White
grosse saint marie,White
lyonnais,White
lyonnaise blanche,White
malin blanc,White
mele,White
melon,White
meurlon,White
mourlon,White
muscadet,White
perry,White
petit bourgogne,White
petit muscadet,White
petite biaune,White
petoin,White
petouin,White
picarneau,White
plant de lons-le-saulnie,White
roussette basse,White
später weisser burgunder,White
weisser burgunder,White
merlot blanc,White
merlau blanc,White
merlaut blanc,White
merlot bianco,White
merseguera,White
verdil,White
verdosilla,White
blanqueta,White
blanquilla,White
escanyagos,White
exquitsagos,White
exquitxagos,White
gayata,White
gayata blanca,White
lanjaron,White
lanjaron claro,White
macaban,White
macabeo basto,White
marisancha,White
marisancho,White
marseguera masadera,White
masaguera,White
masseguera,White
menseguera,White
merseguera de rio,White
mersequera,White
meseguera,White
messeguera,White
messeguera comun,White
mezeguera,White
mezeyguera,White
planta borda,White
planta de gos,White
trova,White
uva planta,White
verdosilla,White
verema blanca,White
meslier st-françois,White
anereau,White
annereau,White
blanc ramé,White
blanc ramet,White
bonne blanche,White
bordeaux blanc,White
chalosse,White
chalosse de bordeaux,White
françois blanc,White
gros meslier,White
grosse blanche,White
meslier,White
meslier blanc,White
meslier d’orleans,White
meslier de seine et oise,White
meslier du gâtinais,White
meslier du gers,White
meslier gros,White
meslier jaune,White
meslier vert,White
pelgarie,White
pot de vin,White
purgarie,White
rochelin,White
mezesfehér,White
minella bianca,White
eppula,White
minedda bianca,White
minnedda bainca,White
minnedda bianca,White
minnedda bianca de catane,White
minnedda ianca,White
minella,White
miousap,White
molette,White
molette blanche,White
molette de seyssel,White
moll,White
montonico bianco,White
bottato,White
caprone,White
ciapparone,White
chiapparone,White
coppa,White
montanaro,White
ognone,White
racciapollona,White
racciapollone,White
raccipolluta,White
roccipolluta,White
roccipoluta,White
trebbiano marchigiano,White
trebbiano montanaro,White
uva d'oro di poggio delle rose,White
uva di poggio delle rose,White
uva fermana,White
uva racciapoluta,White
uva roccipolluta,White
uva regno,White
montu,White
bianchetto,White
bianchiana,White
bianchino,White
montoncello,White
montonego bianco,White
montuni,White
montuno,White
morio-muskat,White
moscatel rosada,White
moscato giallo,White
fior d'arancio,White
goldenmuskateller,White
goldmuskateller,White
moscat,White
moscatel,White
moscato cipro,White
moscato dalla siria,White
moscato sirio,White
moscato siro,White
muscat du pays,White
muscat italien,White
muscat vert,White
muscatedda,White
muscato de goloio,White
muskat dzhiallo,White
muskat zuti,White
moschofilero,White
moscophilero,White
fileri tripoleos,White
filleri tripoleos,White
moschofilero,White
moschophilero,White
moscophilero,White
mosxofilero,White
phileri tripoleos,White
mtsvane,White
dedali mtsvane,White
dedali mtzvane,White
dedam kourdzeni,White
dedat kourdzeni,White
dedat kurdzeni,White
dedate koudzeni,White
mamali mtsvane,White
mamali mtsvani,White
mamali mtzvane,White
matsvane kakhetinskii,White
matsvani,White
mchkhara,White
mchknara,White
mciknara,White
mcvane kachetinskij,White
mcvane kahetinski,White
mtchknara,White
mtsvane kakhetinskii,White
mtzvane kachuri,White
mtzvane kakhetinsky,White
mzibani,White
sapena,White
müller-thurgau,White
rivaner,White
miler turgau,White
müller,White
müller-thurgaurebe,White
müllerka,White
müllerovo,White
müller-thurgeau,White
müllerka,White
müllerovo,White
riesling-silvaner,White
riesling-sylvaner,White
riesling x silavaner,White
rivaner,White
rizanec,White
rizlingsilvani,White
rizlingszilvani,White
rizlingzilvani,White
rizvanac,White
rizvanac bijeli,White
rizvanec,White
rizvaner,White
muscadelle,White
angelicaut,White
angelico,White
blanc cadillac,White
blanche douce,White
bouillenc muscat,White
buillenc,White
cadillac,White
catape,White
colle,White
colle musquette,White
doucanelle,White
douzanelle,White
enfin,White
guepie,White
guilan doux,White
guilan muscat,White
guilan musque,White
guillan,White
guillan musque,White
guinlhan musque,White
marmesie,White
marseillais,White
melon de bougogne,White
muscade,White
muscadela,White
muscadelle de bordelais,White
muscadet,White
muscadet doux,White
muscalea,White
muscat fou,White
musquette,White
pedro ximenes krimsky,White
raisimotte,White
raisin de musco,White
raisinote,White
raisinotte,White
rousselou,White
sauvignon à gros grains,White
sauvignon muscadelle,White
sauvignon vert,White
tokay,White
vesparo,White
white angelica,White
muscat,White
moscato,White
misket,White
muscat of alexandria,White
moscatell,White
moscatel de málaga,White
de setúbal,White
acherfield's early muscat,White
aggliko,White
albillo de toro,White
aleksandrijski muskat,White
alexander muskat,White
alexandriai muskotally,White
alexandrian frontignan,White
alexandriski muskat,White
anglico,White
angliko,White
apostoliatiko,White
argelino,White
augibi,White
augibi blanc,White
augibi de muscat,White
augibi muscat,White
augihi muscat,White
bornova misketi,White
bowood muscat,White
broccula,White
cabas à la reine,White
charlesworth tokay,White
chasselas fleur d'oranger,White
chasselas musqué,White
cibeben muskateller,White
cibib,White
cibib muskatani bijeli,White
damascener weiss muscat,White
damaszkuszi muskotally,White
daroczy musko,White
englesiko,White
escholada superba,White
fruity lexia,White
gerosolimitana bianca,White
gordo,White
gris de muscat,White
hanepoot,White
hbiqui,White
isidori,White
iskenderiye misketi,White
iskendiriye misketi,White
jubi,White
jubi blanc,White
kabridja,White
kabrija,White
kalabrija,White
malaga,White
malaga blanc,White
malakay,White
meski,White
moscatel,White
moscatel bianco,White
moscatel blanco,White
moscatel de alejandria,White
moscatel de aleyandria,White
moscatel de chipiona,White
moscatel de espana,White
moscatel de grano gordo,White
moscatel de jesus,White
moscatel de lanzarote,White
moscatel de malaga,White
moscatel de samso,White
moscatel de setubal,White
moscatel de valencia,White
moscatel flamenco,White
moscatel gordo,White
moscatel gordo blanco,White
moscatel gorron,White
moscatel groso,White
moscatel malaga,White
moscatel real,White
moscatel roma,White
moscatel romano,White
moscatel romano blanco,White
moscatel ulmancia,White
moscatellone,White
moscatelon,White
moscatelone,White
moscato di alessandria,White
moscato di calabria,White
moscato di pantellaria,White
moscato di pantelleria,White
moscato gordo,White
moscato romano,White
moschato alexandrias,White
moschato limnou,White
muscat,White
muscat a gros grains,White
muscat bowood,White
muscat caminada,White
muscat candia,White
muscat croquant,White
muscat d'alesandrie,White
muscat d'alexandrie,White
muscat d'alexandrie blanc,White
muscat d'alexandrie de raf raf,White
muscat d'espagne,White
muscat de alexandria,White
muscat de caminada,White
muscat de jerusalem,White
muscat de kelibia,White
muscat de raf-raf,White
muscat de rivesaltes,White
muscat de roma,White
muscat de rome,White
muscat de sagunto,White
muscat de sale,White
muscat escholata,White
muscat flame,White
muscat gardo,White
muscat gordo blanco,White
muscat grec,White
muscat llansa,White
muscat primavis,White
muscat romain,White
muscat tynningham,White
muscataiu,White
muscatdamascener weiss,White
muscatellone di espagna,White
muscato romano,White
muskat aleksandriiskii,White
muskat etolyata,White
muskat krupni,White
muskat mali,White
muskat rapski,White
muskat veliki,White
pais myuske,White
panse muscade,White
panse muscat,White
panse musque,White
panse musquee,White
paradisia,White
pasa de malaga,White
pascal muscat,White
passe muscat,White
raisin de malaga,White
raisin du husaco,White
roode hanepoot,White
ryton muscat,White
salamanca,White
salamanna,White
salamanna bianca,White
salamonica,White
seralamanna,White
smirnai szagos,White
spanier weiss,White
tamaiioasa de alexandria,White
tokay musqué,White
tottenham park muscat,White
tynningham muscat,White
uva aceituna,White
vanille raisin,White
vizaca,White
white hanepoot,White
white muscat of alexandria,White
white muscat of lunel,White
white romain,White
zibeben-muscateller weisser,White
zibibbo,White
zibibbo blanco,White
zibibbo di pantelleria,White
zibibbu,White
zibibbu di sicilia,White
zihibbo,White
zihibbo di marcellinaria,White
zihibbo di milazzo,White
zihibbo di pantelleria,White
zihibbo di termini,White
zihibbo di trapani,White
zihibbo hianco moscato,White
zihibbu di sicilia,White
muscat blanc à petits grains,White
muscat frontignan,White
muskateller,White
moscatel branco,White
frontignan,White
frontignan,White
in macedonia,White
serbia is known as temjanika,White
muscat ottonel,White
chasselas saint fiacre,White
mirisavka,White
mirislavka,White
misket ottonel,White
moscato otonel bianco,White
moscato ottonel,White
moscatos,White
mozzonel,White
muscadel ottonel,White
muscat otonel blanc,White
muscat otonel white,White
muscat ottone,White
muscat ottonel weiss,White
muscats,White
muskat otonel,White
muskat otonel bijeli,White
muskat otonel weisser,White
muskat ottonel (in austria,White
germany,White
slovenia),White
